PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
65-301,Nexgard Blue 28.3 mg Per Tablet,20.26,Parasiticides_External - NexGard,active,1
71-59,CET Toothpaste Seafood 70gm,11.03,Revenue Profit Categories - Over The Counter,active,0
16-4,Biopsy - Mass Per 10 min,94.5,Revenue Profit Categories - Surgery,active,0
100-263,Feline K/D 3.85kg,57.99,Diet Manufacturers - Hill's,active,0
100-263,Feline K/D 3.85kg,57.99,Revenue Profit Categories - Diet Revenue,active,0
101-16,Capstar Blue 1-11kg Per Tablet,5.14,Revenue Profit Categories - Drug and Medications,active,0
102-306,Flea Comb - Metal,8.51,Revenue Profit Categories - Over The Counter,active,0
101-106,Advantage Applied Single Vial Canine,20.58,Revenue Profit Categories - Drug and Medications,inactive,1
101-106,Advantage Applied Single Vial Canine,20.58,Parasiticides_External - Advantage,inactive,1
300-72,Recheck Bandage 3days,0.0,Revenue Profit Categories - Professional Services (Other),inactive,0
1-99,Complimentary Dental Examination,0.0,Revenue Profit Categories - Exams,active,0
14-11,Canine Orchiectomy 10-20kg,229.43,Revenue Profit Categories - Surgery,active,0
64-44,Optixcare Eye Lubricant 15g,20.48,Revenue Profit Categories - Drug and Medications,inactive,0
7-7,Baytril Inj 50mg/ml per ml,2.8,Revenue Profit Categories - Injections,active,0
18-23,Telemedicine Rad Consult -Priority,200.05,Revenue Profit Categories - Radiology,active,0
100-273,Feline M/D 3.85kg,68.34,Diet Manufacturers - Hill's,active,0
100-273,Feline M/D 3.85kg,68.34,Revenue Profit Categories - Diet Revenue,active,0
12-700,4Dx Screen - Add On,47.05,Revenue Profit Categories - Lab (external),active,0
70-149,Cosequin Feline 80 Caps,42.11,Revenue Profit Categories - Over The Counter,active,0
100-156,Canine D/D 3.63kg - Salmon,44.52,Diet Manufacturers - Hill's,active,0
100-156,Canine D/D 3.63kg - Salmon,44.52,Revenue Profit Categories - Diet Revenue,active,0
100-505,Feline T/D 9.07kg,129.46,Diet Manufacturers - Hill's,active,0
100-505,Feline T/D 9.07kg,129.46,Revenue Profit Categories - Diet Revenue,active,0
30-221,Feliway Friends Refill 48ml,30.69,Revenue Profit Categories - Over The Counter,active,0
300-14,Recheck 14days,0.0,Revenue Profit Categories - Professional Services (Other),inactive,0
40-19,Private Cremation 101-130lbs (mother of,348.3,Revenue Profit Categories - Euthanasia & Cremation,active,0
54-120,Omeprazole 20mg Capsules,0.52,Revenue Profit Categories - Drug and Medications,active,0
2-31,FeLV / FVRCP Combo 2nd,94.9,Revenue Profit Categories - Vaccines,inactive,0
2-31,FeLV / FVRCP Combo 2nd,94.9,Vaccinations - FVRCP,inactive,0
2-31,FeLV / FVRCP Combo 2nd,94.9,Vaccinations - FELV,inactive,0
16-32,Mass Removal - Small,72.5,Revenue Profit Categories - Surgery,inactive,0
G2025,Cystotomy Surgery Group,0.0,Revenue Profit Categories - Surgery,active,0
2-30,FeLV / FVRCP Combo 1st,94.9,Revenue Profit Categories - Vaccines,inactive,0
2-30,FeLV / FVRCP Combo 1st,94.9,Vaccinations - FVRCP,inactive,0
2-30,FeLV / FVRCP Combo 1st,94.9,Vaccinations - FELV,inactive,0
24-12,Ear Pluck No Charge,0.0,Revenue Profit Categories - Professional Services (Other),active,0
12-202,General & Bile Acids,188.3,Revenue Profit Categories - Lab (external),active,0
12-6,Prothrombin Time,120.65,Revenue Profit Categories - Lab (external),active,0
93-305,RC K9 Adult 10kg,84.91,Diet Manufacturers - Royal Canin,active,0
93-305,RC K9 Adult 10kg,84.91,Revenue Profit Categories - Diet Revenue,active,0
93-428,RC K9 Sensitivity RC 3kg,44.15,Diet Manufacturers - Royal Canin,active,0
93-428,RC K9 Sensitivity RC 3kg,44.15,Revenue Profit Categories - Diet Revenue,active,0
23-203,Canine Brush per 15min.,14.9,Revenue Profit Categories - Grooming,active,0
100-235,Canine W/D 3.85kg,41.41,Diet Manufacturers - Hill's,active,0
100-235,Canine W/D 3.85kg,41.41,Revenue Profit Categories - Diet Revenue,active,0
52-118,Amoxil 250mg/5ml Liquid 150ml,16.61,Revenue Profit Categories - Drug and Medications,active,0
63-45,Ciloxin .3% 5ml Bottle,32.39,Revenue Profit Categories - Drug and Medications,active,0
62-10,Thyro-Tabs 0.1mg,0.17,Revenue Profit Categories - Drug and Medications,active,0
70-303,Hilary's Blend Feline 250gr,36.85,Revenue Profit Categories - Over The Counter,active,0
1-110,Technician Time per 10 minutes,45.9,Revenue Profit Categories - Professional Services (Other),active,0
102-400,Earth Friendly Stain & Odor Spray 650ml,27.41,Revenue Profit Categories - Over The Counter,active,0
16-117,Nasopharyngeal Polyp Resection per 10min,99.23,Revenue Profit Categories - Surgery,active,0
12-701,Ionized Calicium (True North),152.0,Revenue Profit Categories - Lab (external),active,0
21-8,I.V. Butterfly,2.32,Revenue Profit Categories - Fluid Therapy,active,0
103-14,Medications to go home,10.0,Revenue Profit Categories - Drug and Medications,active,0
94-40,PVD Canine EN Gastroenteric 2.72kg,25.06,Diet Manufacturers - Purina,active,0
94-40,PVD Canine EN Gastroenteric 2.72kg,25.06,Revenue Profit Categories - Diet Revenue,active,0
93-230,RC FE Reduced Protein 4.5kg,64.92,Diet Manufacturers - Royal Canin,inactive,0
93-230,RC FE Reduced Protein 4.5kg,64.92,Revenue Profit Categories - Diet Revenue,inactive,0
22-10,Mason Meta /Splint Small,93.8,Revenue Profit Categories - Professional Services (Other),active,0
52-65,Azithromycin 200mg/5ml Suspension,36.43,Revenue Profit Categories - Drug and Medications,active,0
63-43,Tacrolimus 0.02% in Oil,81.53,Revenue Profit Categories - Drug and Medications,active,0
93-462,RC K9 Urinary SO MOD CAL Can (368g),3.88,Diet Manufacturers - Royal Canin,active,0
93-462,RC K9 Urinary SO MOD CAL Can (368g),3.88,Revenue Profit Categories - Diet Revenue,active,0
16-39,Orthropedic Supplies,0.0,Revenue Profit Categories - Surgery,active,0
59-5,Pank-Aid Powder 114g,119.41,Revenue Profit Categories - Over The Counter,active,0
31-3,Acupuncture Follow Up Treatment,75.0,Revenue Profit Categories - Integrative Therapies,active,0
3-6,DA2P/Parvo Vaccine 2nd,28.3,Revenue Profit Categories - Vaccines,active,0
3-6,DA2P/Parvo Vaccine 2nd,28.3,Vaccinations - DHPP,active,0
93-318,RC Feline Adult 10kg,119.1,Diet Manufacturers - Royal Canin,active,0
93-318,RC Feline Adult 10kg,119.1,Revenue Profit Categories - Diet Revenue,active,0
93-126,RC K9 Hypoallergenic 15kg,143.96,Diet Manufacturers - Royal Canin,active,0
93-126,RC K9 Hypoallergenic 15kg,143.96,Revenue Profit Categories - Diet Revenue,active,0
16-105,Pyometra per 10 min,99.23,Revenue Profit Categories - Surgery,active,0
18-200,Endoscopy,569.5,Revenue Profit Categories - Surgery,active,0
16-27,Hernia Repair per 10 min,99.23,Revenue Profit Categories - Surgery,active,0
12-42,Heartworm Antigen Test by ELISA,69.4,Revenue Profit Categories - Lab (external),active,0
17-52,Oral Surgery per 10 min,88.2,Revenue Profit Categories - Dentistry,active,0
65-262,Revolution Kitten Pack,0.0,Revenue Profit Categories - Drug and Medications,inactive,1
65-262,Revolution Kitten Pack,0.0,Parasiticides_Combo - Revolution,inactive,1
70-66,Epakitin 60 gm,26.04,Revenue Profit Categories - Over The Counter,active,0
12-42,Heartworm Antigen Test by ELISA,69.4,Testing - Heartworm Test,active,0
52-31,ChlorPalm 250mg 60 ml,12.4,Revenue Profit Categories - Drug and Medications,active,0
12-625,Senior Panel - Follow up,173.95,Revenue Profit Categories - Lab (external),active,0
102-15,Buster Collar 20,11.54,Revenue Profit Categories - Over The Counter,active,0
57-111,Benazepril 5mg Tablet,1.52,Revenue Profit Categories - Drug and Medications,active,0
63-21,Ratio Prednisolone Opthalmic 1% 10 ml,37.08,Revenue Profit Categories - Drug and Medications,inactive,0
51-40,Gabapentin 100mg/ml,0.45,Revenue Profit Categories - Drug and Medications,active,0
51-40,Gabapentin 100mg/ml,0.45,Medication Breakout - Pain,active,0
93-602,RC FE Renal Support T Can (85gr),2.27,Diet Manufacturers - Royal Canin,active,0
64-19,Otomax Ointment 15gm,33.62,Revenue Profit Categories - Drug and Medications,active,0
64-19,Otomax Ointment 15gm,33.62,Medication Breakout - Otics,active,0
93-602,RC FE Renal Support T Can (85gr),2.27,Revenue Profit Categories - Diet Revenue,active,0
1012,Bordetella Intranasal Vaccine,88.1,Revenue Profit Categories - Vaccines,inactive,0
93-198,RC FE Calorie Control 3kg,60.58,Diet Manufacturers - Royal Canin,active,0
93-198,RC FE Calorie Control 3kg,60.58,Revenue Profit Categories - Diet Revenue,active,0
1012,Bordetella Intranasal Vaccine,88.1,Vaccinations - Bordetella,inactive,0
100-506,Feline D/D 1.58kg Duck,26.13,Diet Manufacturers - Hill's,active,0
100-506,Feline D/D 1.58kg Duck,26.13,Revenue Profit Categories - Diet Revenue,active,0
65-253,Trifexis Green 560mg Per Tablet,21.92,Revenue Profit Categories - Drug and Medications,active,1
10-6,Animal Supervision - Bird/Rodent,14.1,Revenue Profit Categories - Boarding,active,0
65-253,Trifexis Green 560mg Per Tablet,21.92,Parasiticides_Combo - Trifexis,active,1
65-208,Rev. K9 Single Vial - Purple,17.01,Revenue Profit Categories - Drug and Medications,inactive,1
65-208,Rev. K9 Single Vial - Purple,17.01,Parasiticides_Combo - Revolution,inactive,1
101-133,Capstar Blue 1-11kg Package,25.46,Revenue Profit Categories - Drug and Medications,inactive,0
66-25,Vet Sol Canadian Med Shampoo 275ml,14.66,Revenue Profit Categories - Drug and Medications,active,0
66-25,Vet Sol Canadian Med Shampoo 275ml,14.66,Medication Breakout - Derm,active,0
23-2,Medicated Bath - Med.,53.0,Revenue Profit Categories - Grooming,active,0
12-401,Biopsy w/ Micro Desc. (1 Site),109.47,Revenue Profit Categories - Lab (external),active,0
1-33,Professional Service,0.0,Revenue Profit Categories - Professional Services (Other),active,0
9-21,Katie's Place Hospital Overnight,0.0,Revenue Profit Categories - Hospitalization,active,0
102-26,Syringe 3cc,0.46,Revenue Profit Categories - Over The Counter,active,0
15-520,Buprenorphine Inj 0.3mg/ml per ml,16.38,Revenue Profit Categories - Injections,active,0
50-7,Cerenia 60mg per pill,7.51,Revenue Profit Categories - Drug and Medications,active,0
65-12,Drontal Plus 22.7mg per Tablet,5.14,Revenue Profit Categories - Drug and Medications,active,0
65-266,Heartgard Plus 136mcg Green Per Tablet,9.38,Revenue Profit Categories - Drug and Medications,active,1
65-266,Heartgard Plus 136mcg Green Per Tablet,9.38,Parasiticides_Internal - Heartgard,active,1
93-349,RC K9 Skin Support Small Dog 4kg,42.34,Diet Manufacturers - Royal Canin,active,0
93-349,RC K9 Skin Support Small Dog 4kg,42.34,Revenue Profit Categories - Diet Revenue,active,0
52-54,Metronidazole 250mg,0.14,Revenue Profit Categories - Drug and Medications,active,0
12-121,Cardiopet proBNP,173.95,Revenue Profit Categories - Lab (external),active,0
7-50,Furosemide Inj per ml,3.97,Revenue Profit Categories - Injections,active,0
65-272,Bravecto Yellow 112.5mg Single Tablet,44.1,Revenue Profit Categories - Drug and Medications,active,3
65-272,Bravecto Yellow 112.5mg Single Tablet,44.1,Parasiticides_External - Bravecto,active,3
302-12,Electrolytes - In house,61.4,Revenue Profit Categories - Lab (in-house),active,0
11-9,PCV plus Total Protein,23.8,Revenue Profit Categories - Lab (in-house),active,0
301-12,Toxoplasma IgG (Canine/Feline),94.6,Revenue Profit Categories - Lab (external),active,0
1-155,Medical Progress Examination 2,39.9,Revenue Profit Categories - Exams,active,0
93-270,RC K9 Gastro Int Mod Calorie 10kg,104.6,Diet Manufacturers - Royal Canin,active,0
93-270,RC K9 Gastro Int Mod Calorie 10kg,104.6,Revenue Profit Categories - Diet Revenue,active,0
93-663,RC Urinary S/O Treats K9 (500gm),13.46,Revenue Profit Categories - Over The Counter,active,0
1-155,Medical Progress Examination 2,39.9,Other - Med Prog Exam,active,0
150-3,SPCA - Cat Spay Voucher,45.0,Revenue Profit Categories - Surgery,active,0
1-30,Physical Examination - Boarder,39.9,Revenue Profit Categories - Exams,active,0
1-30,Physical Examination - Boarder,39.9,Preventive Care Snapshot - Wellness Exams,active,0
63-35,TobraDex 5ml,33.05,Revenue Profit Categories - Drug and Medications,active,0
65-200,Revolution Pink (under 2.5kg) Per Vial,18.58,Revenue Profit Categories - Drug and Medications,active,1
65-200,Revolution Pink (under 2.5kg) Per Vial,18.58,Parasiticides_Combo - Revolution,active,1
102-527,Support Sling,31.5,Revenue Profit Categories - Professional Services (Other),active,0
56-3,Prednisone 5mg Tablets,0.05,Revenue Profit Categories - Drug and Medications,active,0
56-3,Prednisone 5mg Tablets,0.05,Medication Breakout - Derm,active,0
12-1001,Immunohistochemistry (add on),377.53,Revenue Profit Categories - Lab (external),inactive,0
93-326,RC K9 Development Small Dog 4kg,41.41,Diet Manufacturers - Royal Canin,active,0
93-326,RC K9 Development Small Dog 4kg,41.41,Revenue Profit Categories - Diet Revenue,active,0
18-33,ECG - Repeat (Within 30 days),75.0,Revenue Profit Categories - Diagnostic Imaging,active,0
21-204,I.V. Catheter - Surgery,0.0,Revenue Profit Categories - Fluid Therapy,active,0
2-149,FeLV Annual(COMBO),29.0,Revenue Profit Categories - Vaccines,inactive,0
72-8,Zentonil Advanced 100mg,1.95,Revenue Profit Categories - Over The Counter,active,0
93-278,RC K9 Hypo HP Small Breed 4kg,67.31,Diet Manufacturers - Royal Canin,active,0
93-278,RC K9 Hypo HP Small Breed 4kg,67.31,Revenue Profit Categories - Diet Revenue,active,0
10-2,Animal Supervision under 22kg,30.6,Revenue Profit Categories - Boarding,active,0
2-149,FeLV Annual(COMBO),29.0,Vaccinations - FELV,inactive,0
12-1003,Free T4 and TSH,171.9,Revenue Profit Categories - Lab (external),active,0
7-80,Mannitol Inj per ml,0.48,Revenue Profit Categories - Injections,active,0
1029,BAG Inj per ml,0.0,Revenue Profit Categories - Injections,active,0
62-58,Vetoryl 10 mg Per Capsule,3.28,Revenue Profit Categories - Drug and Medications,active,0
63-22,Tetracycline (T-1) 1% Oint. 3.5gr,32.6,Revenue Profit Categories - Drug and Medications,active,0
62-29,Caninsulin 10ml,51.43,Revenue Profit Categories - Drug and Medications,active,0
95-7,Euk K9 Restrict Calorie Reward,6.12,Diet Manufacturers - Iams/Eukanuba,inactive,0
95-7,Euk K9 Restrict Calorie Reward,6.12,Revenue Profit Categories - Diet Revenue,inactive,0
65-112,Sentinel Yellow 12-22kg Per Tablet,19.78,Revenue Profit Categories - Drug and Medications,active,1
65-112,Sentinel Yellow 12-22kg Per Tablet,19.78,Parasiticides_Combo - Sentinel,active,1
67-39,Flamazine Ointment,12.03,Revenue Profit Categories - Drug and Medications,active,0
7-385,Cytopoint 30mg Vial,81.75,Revenue Profit Categories - Injections,active,0
72-9,Zentonil Advanced 400mg,4.46,Revenue Profit Categories - Over The Counter,active,0
6-29,Evacuate Decending Colon,48.6,Revenue Profit Categories - Professional Services (Other),active,0
1-2,Physical Examination,78.9,Revenue Profit Categories - Exams,active,0
1-2,Physical Examination,78.9,Preventive Care Snapshot - Wellness Exams,active,0
93-457,RC FE Urinary SO & Calm Can (85gr),2.37,Diet Manufacturers - Royal Canin,active,0
93-457,RC FE Urinary SO & Calm Can (85gr),2.37,Revenue Profit Categories - Diet Revenue,active,0
93-325,RC Feline Adult - Can,2.89,Diet Manufacturers - Royal Canin,active,0
93-325,RC Feline Adult - Can,2.89,Revenue Profit Categories - Diet Revenue,active,0
70-127,Critical Care Per gram,0.21,Revenue Profit Categories - Over The Counter,active,0
23-201,Canine Shave,72.6,Revenue Profit Categories - Grooming,active,0
102-12,Buster Collar 10,6.99,Revenue Profit Categories - Over The Counter,active,0
93-2,RC K9 Advanced Mobility 9.5kg,120.65,Diet Manufacturers - Royal Canin,active,0
93-2,RC K9 Advanced Mobility 9.5kg,120.65,Revenue Profit Categories - Diet Revenue,active,0
18-205,Ultrasound Guided Fine Needle Aspirate (,0.0,Revenue Profit Categories - Diagnostic Imaging,active,0
65-271,Bravecto Green 500mg Single Tablet,54.25,Revenue Profit Categories - Drug and Medications,active,3
65-271,Bravecto Green 500mg Single Tablet,54.25,Parasiticides_External - Bravecto,active,3
65-241,Revolution Taupe (7.6kg-10.0kg) Per Vial,20.48,Revenue Profit Categories - Drug and Medications,active,1
95-14,Euk. Canine Response KO 2.7kg,25.58,Diet Manufacturers - Iams/Eukanuba,inactive,0
95-14,Euk. Canine Response KO 2.7kg,25.58,Revenue Profit Categories - Diet Revenue,inactive,0
65-241,Revolution Taupe (7.6kg-10.0kg) Per Vial,20.48,Parasiticides_Combo - Revolution,active,1
102-254,Complimentary Ear Cleaning,0.0,Revenue Profit Categories - Professional Services (Other),active,0
1-7,S.P.C.A. Physical Examination,0.0,Revenue Profit Categories - Exams,active,0
1-10,Medical Progress Examination 1,59.9,Revenue Profit Categories - Exams,active,0
1-10,Medical Progress Examination 1,59.9,Other - Med Prog Exam,active,0
1-7,S.P.C.A. Physical Examination,0.0,Preventive Care Snapshot - Wellness Exams,active,0
12-622,Feline Coronavirus RealPCR (FIP),198.55,Revenue Profit Categories - Lab (external),active,0
300-12,Recheck 12days,0.0,Revenue Profit Categories - Exams,inactive,0
11-50,Intra-Ocular Pressure Measurement,38.32,Revenue Profit Categories - Diagnostic Imaging,active,0
12-203,General Panel,163.7,Revenue Profit Categories - Lab (external),active,0
12-203,General Panel,163.7,Testing - Wellness Bloodwork,active,0
62-4,Thyro-Tabs 0.4mg,0.41,Revenue Profit Categories - Drug and Medications,active,0
62-33,Thyro-Tabs 0.8mg,0.45,Revenue Profit Categories - Drug and Medications,active,0
93-138,RC K9 Satiety Support 3.5kg,47.11,Diet Manufacturers - Royal Canin,active,0
93-138,RC K9 Satiety Support 3.5kg,47.11,Revenue Profit Categories - Diet Revenue,active,0
51-212,Previcox 57mg Chew Tablet,2.28,Revenue Profit Categories - Drug and Medications,active,0
18-26,Telemedicine Consult - STAT Fee,56.7,Revenue Profit Categories - Radiology,active,0
65-236,Advantix K9 Blue (6),121.64,Revenue Profit Categories - Drug and Medications,active,6
65-236,Advantix K9 Blue (6),121.64,Parasiticides_External - Advantix,active,6
10-11,Animal Supervision Rabbit,25.3,Revenue Profit Categories - Boarding,active,0
100-288,Feline T/D 3.85kg,59.02,Diet Manufacturers - Hill's,active,0
100-288,Feline T/D 3.85kg,59.02,Revenue Profit Categories - Diet Revenue,active,0
