PMS Code,PMS Code Description,$ Value,Reporting Category,Active/Inactive,Dose Count
mcrcfsc2,RC VDIET Feline Senior Consult 3.5kg,63.49,Diet Manufacturers - Royal Canin,active,0
mcrcfsc2,RC VDIET Feline Senior Consult 3.5kg,63.49,Revenue Profit Categories - Diet Revenue,active,0
mcrcfsc2,RC VDIET Feline Senior Consult 3.5kg,63.49,Diet Types - Wellness / Lifestage,active,0
LaC8205,***Taurine at IDEXX DOGG,141.91,Revenue Profit Categories - Lab (external),active,0
IM1076,Acevet 25mg/ml,1.07,Revenue Profit Categories - Drug and Medications,active,0
VX5004,Canine Influenza Virus 2nd Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
VX5004,Canine Influenza Virus 2nd Vaccine,35.0,Vaccinations - Influenza,active,0
Vx4210,***Coronavirus Vaccine DO NOT USE,28.0,Revenue Profit Categories - Vaccines,active,0
Rx6910,Sentinel 2.3mg tablets <4.5Kg Brown,19.69,Revenue Profit Categories - Drug and Medications,active,1
Rx6910,Sentinel 2.3mg tablets <4.5Kg Brown,19.69,Parasiticides_Combo - Sentinel,active,1
LaC2080,Coagulation Screen (COAGPW),147.9,Revenue Profit Categories - Lab (external),active,0
MCRCK9c0,RC VDIET Canine Calorie Control 1.5 kg,15.47,Diet Manufacturers - Royal Canin,active,0
MCRCK9c0,RC VDIET Canine Calorie Control 1.5 kg,15.47,Revenue Profit Categories - Diet Revenue,active,0
MCRCK9c0,RC VDIET Canine Calorie Control 1.5 kg,15.47,Diet Types - Weight,active,0
Rx6825,Revolution Canine 10.1 - 20kg Red,24.38,Revenue Profit Categories - Drug and Medications,active,1
LaC8015,Heartworm Antigen by ELISA (HW),39.9,Revenue Profit Categories - Lab (external),active,0
LaC8015,Heartworm Antigen by ELISA (HW),39.9,Testing - Heartworm Test,active,0
IM2151,***Cartrophen-Bundle of 4 syringes (0.1-0.5ml each) DO NOT USE,53.0,Revenue Profit Categories - Injections,active,0
LaC4065,CBC Canine Differential with Plasma Protein (CBCDPW),75.9,Revenue Profit Categories - Lab (external),active,0
LaC6005,*** Look up AerobicOrganism Culture - Urine Aerobic ID & S (CUL),0.0,Revenue Profit Categories - Lab (external),active,0
Rx6825,Revolution Canine 10.1 - 20kg Red,24.38,Parasiticides_Combo - Revolution,active,1
mcrcfca4,RC VDIET Feline Calm 4kg,62.96,Diet Manufacturers - Royal Canin,active,0
mcrcfca4,RC VDIET Feline Calm 4kg,62.96,Revenue Profit Categories - Diet Revenue,active,0
mcrcfca4,RC VDIET Feline Calm 4kg,62.96,Diet Types - zOther Therapeutic,active,0
pdcidfcs,PR Diet Canine I/D Chicken&Veg Stress 156g,3.08,Diet Manufacturers - Hill's,active,0
pdcidfcs,PR Diet Canine I/D Chicken&Veg Stress 156g,3.08,Revenue Profit Categories - Diet Revenue,active,0
pdcidfcs,PR Diet Canine I/D Chicken&Veg Stress 156g,3.08,Diet Types - Gastro,active,0
IM1075,***Atravet 10mg/ml DO NOT USE,2.48,Revenue Profit Categories - Injections,active,0
LaC3020,TLI/B12/Folate - Feline (TBFT),273.9,Revenue Profit Categories - Lab (external),active,0
LaH6500,Taurine at UC Davis,115.0,Revenue Profit Categories - Lab (external),active,0
MCRCk9f2,RC VDIET Canine Fibre 385g CASE,56.41,Diet Manufacturers - Royal Canin,active,0
MCRCk9f2,RC VDIET Canine Fibre 385g CASE,56.41,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9f2,RC VDIET Canine Fibre 385g CASE,56.41,Diet Types - Gastro,active,0
PDchytf,PR Diet Canine Dental Care Chews Regular 340g,24.22,Revenue Profit Categories - Over The Counter,active,0
RDcc21,Rayne Canine Sensitive Revive 400g can,4.96,Revenue Profit Categories - Diet Revenue,active,0
PDfkdca,PR Diet Feline K/D Veg/Tuna Stew 82g Can,2.44,Diet Manufacturers - Hill's,active,0
PDfkdca,PR Diet Feline K/D Veg/Tuna Stew 82g Can,2.44,Revenue Profit Categories - Diet Revenue,active,0
PDfkdca,PR Diet Feline K/D Veg/Tuna Stew 82g Can,2.44,Diet Types - Renal,active,0
MCRCK9H4,RC VDIET Canine Hepatic 3.5kg,49.93,Diet Manufacturers - Royal Canin,active,0
MCRCK9H4,RC VDIET Canine Hepatic 3.5kg,49.93,Revenue Profit Categories - Diet Revenue,active,0
MCRCK9H4,RC VDIET Canine Hepatic 3.5kg,49.93,Diet Types - zOther Therapeutic,active,0
MCRCffca,RC VDIET Feline Fibre 165g can,3.17,Diet Manufacturers - Royal Canin,active,0
MCRCffca,RC VDIET Feline Fibre 165g can,3.17,Revenue Profit Categories - Diet Revenue,active,0
MCRCffca,RC VDIET Feline Fibre 165g can,3.17,Diet Types - Gastro,active,0
MCRCfhh3,RC VDIET Feline Hypoallergenic HP 3.5kg,74.91,Diet Manufacturers - Royal Canin,active,0
MCRCfhh3,RC VDIET Feline Hypoallergenic HP 3.5kg,74.91,Revenue Profit Categories - Diet Revenue,active,0
MCRCfhh3,RC VDIET Feline Hypoallergenic HP 3.5kg,74.91,Diet Types - Allergy,active,0
MCRCfmo4,RC VDIET Feline Mobility 4kg,70.01,Diet Manufacturers - Royal Canin,active,0
MCRCfmo4,RC VDIET Feline Mobility 4kg,70.01,Revenue Profit Categories - Diet Revenue,active,0
MCRCfmo4,RC VDIET Feline Mobility 4kg,70.01,Diet Types - zOther Therapeutic,active,0
MCRCfsa3,***MCRC Canine Selected Protein KO 3kg,46.76,Diet Manufacturers - Royal Canin,active,0
MCRCfsa3,***MCRC Canine Selected Protein KO 3kg,46.76,Revenue Profit Categories - Diet Revenue,active,0
MCRCfsa3,***MCRC Canine Selected Protein KO 3kg,46.76,Diet Types - Derm Diet,active,0
PS1037,Dr Nieckarz - Ultrasound Combo (abdomen and echo),714.2,Revenue Profit Categories - Diagnostic Imaging,active,0
RDcc21,Rayne Canine Sensitive Revive 400g can,4.96,Diet Types - Derm Diet,active,0
RDfahc,Rayne Feline Adult Health/RSS 156g can,3.8,Revenue Profit Categories - Diet Revenue,active,0
RP3017,Dermoscent Essential Canine 6 Spot On 1 - 10kg 4 x .6ml,31.98,Revenue Profit Categories - Drug and Medications,active,0
RP3017,Dermoscent Essential Canine 6 Spot On 1 - 10kg 4 x .6ml,31.98,Medication Breakout - Derm,active,0
Ax1050,Anesthesia PreMed,27.0,Revenue Profit Categories - Anesthesia,active,0
IM2800,Dexamethasone 5mg/ml,0.3,Revenue Profit Categories - Injections,active,0
PDfmdcas,PR Diet Feline M/D CASE,64.05,Diet Manufacturers - Hill's,active,0
PDfmdcas,PR Diet Feline M/D CASE,64.05,Revenue Profit Categories - Diet Revenue,active,0
IM2650,Depo Medrol 40mg/ml,5.7,Revenue Profit Categories - Injections,active,0
LaC1033,"Parvovirus, Fecal Antigen by ELISA - Canine (CPAG)",123.9,Revenue Profit Categories - Lab (external),active,0
LaC8325,"Thyroid - T4, Total and cTSH (T4TSH)",119.9,Revenue Profit Categories - Lab (external),active,0
LAC1048,Feline Pancreatic Lipase Follow Up (30 days) FPLIF,113.9,Revenue Profit Categories - Lab (external),active,0
IM5601,***Propofol 10mg/ml 20ml Novopharm NOT IN STOCK,1.14,Revenue Profit Categories - Anesthesia,active,0
LaH5605,PCV w/Fluids,15.0,Revenue Profit Categories - Lab (in-house),active,0
LaC8091,Phenobarbital + Bromide (PB),163.9,Revenue Profit Categories - Lab (external),active,0
MCRCkra,RC VDIET Canine Renal Support A 2.7kg,34.73,Diet Manufacturers - Royal Canin,active,0
MCRCkra,RC VDIET Canine Renal Support A 2.7kg,34.73,Revenue Profit Categories - Diet Revenue,active,0
MCRCkra,RC VDIET Canine Renal Support A 2.7kg,34.73,Diet Types - Renal,active,0
PDcddps2,PR Diet Canine D/D Potato/Duck 3.63kg,43.41,Diet Manufacturers - Hill's,active,0
PDcddps2,PR Diet Canine D/D Potato/Duck 3.63kg,43.41,Revenue Profit Categories - Diet Revenue,active,0
PDcddps2,PR Diet Canine D/D Potato/Duck 3.63kg,43.41,Diet Types - Derm Diet,active,0
LaH6300,Vaginal Smear & Cytology IH,31.95,Revenue Profit Categories - Lab (in-house),active,0
Lac2090,Coagulation Screen with FDP (COAGPFW),193.9,Revenue Profit Categories - Lab (external),active,0
PDctdo15,PR Diet Canine T/D Small Bites 6.8kg,66.21,Diet Manufacturers - Hill's,active,0
PDctdo15,PR Diet Canine T/D Small Bites 6.8kg,66.21,Revenue Profit Categories - Diet Revenue,active,0
PDctdo15,PR Diet Canine T/D Small Bites 6.8kg,66.21,Diet Types - Dental,active,0
RP4670,Therabites Feline Hip and Joint 60,19.98,Revenue Profit Categories - Over The Counter,active,0
MCRCkwsd,RC VDIET Canine Weight Control Small Dog 3.5kg,36.91,Diet Manufacturers - Royal Canin,active,0
MCRCkwsd,RC VDIET Canine Weight Control Small Dog 3.5kg,36.91,Revenue Profit Categories - Diet Revenue,active,0
MCRCkwsd,RC VDIET Canine Weight Control Small Dog 3.5kg,36.91,Diet Types - Weight,active,0
RP2584,Capstar Tabs 57mg Green,8.38,Revenue Profit Categories - Drug and Medications,active,0
RP2885,Dasuquin Canine Small/Medium 150 chews,110.7,Revenue Profit Categories - Over The Counter,active,0
mcrcfgk1,RC VDIET Feline GI High Energy 2kg,43.43,Diet Manufacturers - Royal Canin,active,0
mcrcfgk1,RC VDIET Feline GI High Energy 2kg,43.43,Revenue Profit Categories - Diet Revenue,active,0
mcrcfgk1,RC VDIET Feline GI High Energy 2kg,43.43,Diet Types - Gastro,active,0
RP8044,Aventi Liver Complete Canine/Feline Tablet,2.0,Revenue Profit Categories - Over The Counter,active,0
RP8746,ThunderShirt-Assorted Sizes,36.0,Revenue Profit Categories - Over The Counter,active,0
Vx1812,DA2P 2nd Vaccine,35.0,Revenue Profit Categories - Vaccines,active,0
Vx1812,DA2P 2nd Vaccine,35.0,Vaccinations - DHPP,active,0
LaC8320,Thyroid - T4 Total Post Pill (PPT4),71.9,Revenue Profit Categories - Lab (external),active,0
IAMcspr5,Iams Vet Canine Skin & Coat Plus Response FP 6.8kg,60.19,Diet Manufacturers - Iams/Eukanuba,active,0
IAMcspr5,Iams Vet Canine Skin & Coat Plus Response FP 6.8kg,60.19,Revenue Profit Categories - Diet Revenue,active,0
IAMcspr5,Iams Vet Canine Skin & Coat Plus Response FP 6.8kg,60.19,Diet Types - Derm Diet,active,0
IM9999,Misc. Injectable Meds,0.0,Revenue Profit Categories - Injections,active,0
LAC8057,Canine Pancreatic Lipase Follow Up (30 days) Idexx (CPLIF),113.9,Revenue Profit Categories - Lab (external),active,0
LAC8066,Lyme Quant C6--Canine (QC6),143.9,Revenue Profit Categories - Lab (external),active,0
LaH3852,Canine Pancreatic Lipase CPL IH SNAP + Spec IDEXX,120.83,Revenue Profit Categories - Lab (in-house),active,0
MCRCfmt1,***MCRC Feline Medi Treats 125g,10.66,Revenue Profit Categories - Over The Counter,active,0
RDfrsp1,Rayne Feline Novel Protein KGR 100g can,2.89,Revenue Profit Categories - Diet Revenue,active,0
RDfrsp1,Rayne Feline Novel Protein KGR 100g can,2.89,Diet Types - Derm Diet,active,0
RP2880,Cortisoothe Shampoo 177ml,36.09,Revenue Profit Categories - Drug and Medications,active,0
RP2880,Cortisoothe Shampoo 177ml,36.09,Medication Breakout - Derm,active,0
RP3187,Dog Odor Off Spray 236ml,13.1,Revenue Profit Categories - Over The Counter,active,0
RP8037,***Aventi KS Cats 40g,25.98,Revenue Profit Categories - Over The Counter,active,0
HS8262,Syringe Take Home 60cc,2.65,Revenue Profit Categories - Over The Counter,active,0
HS3808,"Feeding Tube /Urethral Catheter 14fr x 16""",2.32,Revenue Profit Categories - Professional Services (Other),active,0
LaC2092,Von Willebrand Factor by ELISA (CVFW),225.9,Revenue Profit Categories - Lab (external),active,0
PDcm12,PR Diet Canine Metabolic 12.5kg,141.15,Diet Manufacturers - Hill's,active,0
PDcm12,PR Diet Canine Metabolic 12.5kg,141.15,Revenue Profit Categories - Diet Revenue,active,0
LaH6505,***Amino Acid Analysis at UC Davis DO NOT USE,185.0,Revenue Profit Categories - Lab (external),active,0
Lac6090,Diarrhea Panel Canine Comprehensive (CDCD),195.9,Revenue Profit Categories - Lab (external),active,0
MCRCk9cb,***MCRC Canine MEDI TREATS 900gm,16.26,Revenue Profit Categories - Over The Counter,active,0
PDfcd4,***PR Diet Feline C/D Multicare Chicken 1.81kg DO NOT USE,0.0,Diet Manufacturers - Hill's,active,0
PDfcd4,***PR Diet Feline C/D Multicare Chicken 1.81kg DO NOT USE,0.0,Revenue Profit Categories - Diet Revenue,active,0
PDfcd4,***PR Diet Feline C/D Multicare Chicken 1.81kg DO NOT USE,0.0,Diet Types - Urinary,active,0
PS1009,Dr Nieckarz - Ultrasound-Recheck Cardiac <6 mths cardiac,356.25,Revenue Profit Categories - Diagnostic Imaging,active,0
RP9169,Optixcare L-Lysine Feline Nutritional Supplement 60/pkg,31.6,Revenue Profit Categories - Over The Counter,active,0
BG1301,Soft Paws + Application,28.49,Revenue Profit Categories - Grooming,active,0
IM1700,Baytril 50mg/ml,2.73,Revenue Profit Categories - Injections,active,0
Lah6015,Refund for NAAT - test not required,-35.0,Revenue Profit Categories - Lab (in-house),active,0
MCRCfre2,RC VDIET Feline Renal Support E 165g CASE,70.03,Diet Manufacturers - Royal Canin,active,0
MCRCfre2,RC VDIET Feline Renal Support E 165g CASE,70.03,Revenue Profit Categories - Diet Revenue,active,0
LabReq99,LabReq99,0.0,Revenue Profit Categories - Lab (in-house),active,0
MCRCfgm3,RC VDIET Feline GI Moderate Calorie 85g can,2.4,Diet Manufacturers - Royal Canin,active,0
MCRCfgm3,RC VDIET Feline GI Moderate Calorie 85g can,2.4,Revenue Profit Categories - Diet Revenue,active,0
MCRCfgm3,RC VDIET Feline GI Moderate Calorie 85g can,2.4,Diet Types - Gastro,active,0
PDfcd6,PR Diet Feline C/D Multicare 7.98 kg,108.56,Diet Manufacturers - Hill's,active,0
PDfcd6,PR Diet Feline C/D Multicare 7.98 kg,108.56,Revenue Profit Categories - Diet Revenue,active,0
PDfcd6,PR Diet Feline C/D Multicare 7.98 kg,108.56,Diet Types - Urinary,active,0
LaC8090,Phenobarbital Levels (PHE),99.9,Revenue Profit Categories - Lab (external),active,0
PS1010,Dr Nieckarz - Ultrasound-FNA Single Site,102.0,Revenue Profit Categories - Diagnostic Imaging,active,0
RDfgic,Rayne Feline Growth Sensitive GI 100g Can,2.86,Revenue Profit Categories - Diet Revenue,active,0
RDfgic,Rayne Feline Growth Sensitive GI 100g Can,2.86,Diet Types - Wellness / Lifestage,active,0
RP3185,Dog Odor Off Soaker 474ml,14.62,Revenue Profit Categories - Over The Counter,active,0
RP8210,Shirt- Post Surgical Canine XXS 33cm,44.36,Revenue Profit Categories - Over The Counter,active,0
MCRCk9gd,RC VDIET Canine GI Low Fat 13kg,153.06,Revenue Profit Categories - Diet Revenue,active,0
MCRCk9gd,RC VDIET Canine GI Low Fat 13kg,153.06,Diet Types - Gastro,active,0
MCRCfgj1,RC VDIET Feline GI Fibre Response 4kg,73.81,Diet Manufacturers - Royal Canin,active,0
MCRCfgj1,RC VDIET Feline GI Fibre Response 4kg,73.81,Revenue Profit Categories - Diet Revenue,active,0
MCRCfgj1,RC VDIET Feline GI Fibre Response 4kg,73.81,Diet Types - Gastro,active,0
RP1855,Advantage Multi Canine 100 4.0ml Blue 25.1-45kg,27.2,Revenue Profit Categories - Drug and Medications,active,1
RP1855,Advantage Multi Canine 100 4.0ml Blue 25.1-45kg,27.2,Parasiticides_Combo - Advantage Multi,active,1
RP4120,Epi-Soothe Shampoo237ml / 8oz,15.96,Revenue Profit Categories - Drug and Medications,active,0
RP4120,Epi-Soothe Shampoo237ml / 8oz,15.96,Medication Breakout - Derm,active,0
RP9050,***Vet Solution Carpet Stain & Odor El 18oz DO NOT USE,0.0,Revenue Profit Categories - Over The Counter,active,0
MCRCfre,RC VDIET Feline Renal Support E 165g can,2.92,Diet Manufacturers - Royal Canin,active,0
MCRCfre,RC VDIET Feline Renal Support E 165g can,2.92,Revenue Profit Categories - Diet Revenue,active,0
MCRCfre,RC VDIET Feline Renal Support E 165g can,2.92,Diet Types - Renal,active,0
PDfm,PR Diet Feline Metabolic 1.81kg,41.25,Diet Manufacturers - Hill's,active,0
PDfm,PR Diet Feline Metabolic 1.81kg,41.25,Revenue Profit Categories - Diet Revenue,active,0
PDfm,PR Diet Feline Metabolic 1.81kg,41.25,Diet Types - Weight,active,0
RP3012,Douxo Seborrhea Mousse 200ml,31.22,Revenue Profit Categories - Drug and Medications,active,0
RP3012,Douxo Seborrhea Mousse 200ml,31.22,Medication Breakout - Derm,active,0
RP0854,AeroKat Loaner Unit - refundable deposit,53.25,Revenue Profit Categories - Over The Counter,active,0
TN1001R,Rabies FAVN RUSH Fee Add-on,250.0,Revenue Profit Categories - Lab (external),active,0
RP3019,Dermoscent Essential Canine 6 Spot On 10 - 20kg 4 x 1.2ml,31.98,Revenue Profit Categories - Drug and Medications,active,0
RP3019,Dermoscent Essential Canine 6 Spot On 10 - 20kg 4 x 1.2ml,31.98,Medication Breakout - Derm,active,0
RDfrspcc,Rayne Feline Rabbit Maint 156g CASE,92.54,Revenue Profit Categories - Diet Revenue,active,0
PS030,Examination/Consultation - Comprehensive Extended,119.0,Revenue Profit Categories - Exams,active,0
Rx5755,Onsior 20mg tablets,2.43,Revenue Profit Categories - Drug and Medications,active,0
Rx5755,Onsior 20mg tablets,2.43,Medication Breakout - Pain,active,0
BG3001,***Nail Trim with Exam DO NOT USE,16.5,Revenue Profit Categories - Grooming,active,0
RP4514,Feliway Friends Refill 48ml,29.94,Revenue Profit Categories - Over The Counter,active,0
RP5357,Healthy Mouth & Mobility Canine 237ml,0.0,Revenue Profit Categories - Over The Counter,active,0
RPS002,Hilary's Blend Canine 700g,74.18,Revenue Profit Categories - Over The Counter,active,0
MCRCK9CA,RC VDIET Canine Calorie Control 380g can,4.79,Diet Manufacturers - Royal Canin,active,0
MCRCK9CA,RC VDIET Canine Calorie Control 380g can,4.79,Revenue Profit Categories - Diet Revenue,active,0
MCRCK9CA,RC VDIET Canine Calorie Control 380g can,4.79,Diet Types - Weight,active,0
RDcrss2,***Rayne Canine Urinary Protection RSS 2kg,27.55,Revenue Profit Categories - Diet Revenue,active,0
RDcrss2,***Rayne Canine Urinary Protection RSS 2kg,27.55,Diet Types - Urinary,active,0
RP29990,***Epiklean Ear Cleanser 236ml,15.98,Revenue Profit Categories - Drug and Medications,active,0
RP29990,***Epiklean Ear Cleanser 236ml,15.98,Medication Breakout - Otics,active,0
LaC1003,Blood and Urine Collection,45.0,Revenue Profit Categories - Lab (external),active,0
PS105,***Urgent RUSH Dispensing Fee (less than 24 hours) DO NOT USE,10.0,Revenue Profit Categories - Professional Services (Other),active,0
Rx4915,Isopto Atropine 1% 5ml,9.7,Revenue Profit Categories - Drug and Medications,active,0
PDadcan,PR Diet K9/Fel A/D Cans,4.03,Diet Manufacturers - Hill's,active,0
PDadcan,PR Diet K9/Fel A/D Cans,4.03,Revenue Profit Categories - Diet Revenue,active,0
PDadcan,PR Diet K9/Fel A/D Cans,4.03,Diet Types - zOther Therapeutic,active,0
RX4859,Hepato Support Liquid (white label - Hypo/Bacon) 120ml,54.94,Revenue Profit Categories - Over The Counter,active,0
LaC8060,Leptospira spp. RealPCR Test (LSSPPD),125.9,Revenue Profit Categories - Lab (external),active,0
MCRCfut,RC VDIET Feline Treats Urinary 220g,10.84,Revenue Profit Categories - Over The Counter,active,0
MCRCfu85,RC VDIET Feline Urinary SO 85g can,2.4,Diet Manufacturers - Royal Canin,active,0
MCRCfu85,RC VDIET Feline Urinary SO 85g can,2.4,Revenue Profit Categories - Diet Revenue,active,0
MCRCfu85,RC VDIET Feline Urinary SO 85g can,2.4,Diet Types - Urinary,active,0
PS040,Follow up phone call- Complimentary,0.0,Revenue Profit Categories - Professional Services (Other),active,0
RDtreat6,Rayne Canine Rewards SIT Sweet Potato Treats 200g,15.84,Revenue Profit Categories - Over The Counter,active,0
RDcksp10,***Rayne Canine Low Fat/Novel Protein KSP 11kg,135.02,Revenue Profit Categories - Diet Revenue,active,0
RDcksp10,***Rayne Canine Low Fat/Novel Protein KSP 11kg,135.02,Diet Types - Derm Diet,active,0
RP2861,CET Cat Toothbrush & Poulty Paste Kit,9.9,Revenue Profit Categories - Over The Counter,active,0
RP2359,BreathaLyser Toothpaste Chicken 50ml,6.82,Revenue Profit Categories - Over The Counter,active,0
RP6070,Nizoral Anti-Dandruff Shampoo 120ml,17.98,Revenue Profit Categories - Drug and Medications,active,0
RP6070,Nizoral Anti-Dandruff Shampoo 120ml,17.98,Medication Breakout - Derm,active,0
RP8039,***Aventi KS Dogs 70g,42.98,Revenue Profit Categories - Over The Counter,active,0
RP8510,"Syringe Terumo 1/2cc INS 28x1/2""",44.62,Revenue Profit Categories - Injections,active,0
PDcddcan,PR Diet Canine D/D Duck Can 370g,4.7,Diet Manufacturers - Hill's,active,0
